url,title,comments,state,created_at,closed_at,
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/21324,b'Improve OpenEXR support',"[b'> > `+122,989` lines\r\n> \r\n> To be discussed.\r\n\r\nWe are talking about including the generated lookup tables:\r\n* [`b44ExpLogTable.h`](https://raw.githubusercontent.com/opencv/opencv/50804711f743ad48365d9a0c505572f85f477a14/3rdparty/openexr/IlmImf/b44ExpLogTable.h)\r\n* [`dwaLookups.h`](https://raw.githubusercontent.com/opencv/opencv/50804711f743ad48365d9a0c505572f85f477a14/3rdparty/openexr/IlmImf/dwaLookups.h\r\n)\r\n\r\nI guess these could also be generated as part of the build.', b""As far as I'm concerned, I'm now done with this PR.\r\n\r\nThere's still this [patch size warning](https://pullrequest.opencv.org/buildbot/builders/precommit_docs/builds/33573/steps/patch%20size%20opencv/logs/stdio), but I'm not sure if there is something I should (or can) do about it?""]",open,12/23/2021 6:05,,4
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/20239,b'How to confirm the  issue CVE-2019-9423 is fixed or not\xef\xbc\x9f',"[b'There is no detail provided from mentioned link or through https://github.com/opencv/opencv/blob/master/SECURITY.md\r\n\r\n@vrabaud Do you have any information about this record?', b'> There is no detail provided from mentioned link or through https://github.com/opencv/opencv/blob/master/SECURITY.md\r\n> \r\n> @vrabaud Do you have any information about this record?\r\nThere is no detail to provide\xef\xbc\x8cbecause of currently there is no corresponding problem to reproduce. But this is a potential risk for our project. \r\n', b""If you don't use imread/imdecode calls from unknown external sources (or don't use whole imgcodecs module), then you don't have any risk.\r\n\r\nRisk estimation without any details is tricky."", b""My Doubt:\n     In an RNN,lets take an input data as\n[[2,3,4],[2,4,6],[5,6,8],[3,6,8]\n[3,5,7],[1,2,4],[5,7,8],[75,4,]\n[4,4,6],[0,6,0],[2,5,3],[2,2,2]\n[1,1,1],[4,8,0],[2,4,3],[6,4,0]\n[3,5,7],[1,2,4],[5,7,8],[75,4,]]\n\nThis is a 3D array of shape (5,4,3).Am I right?\nMy question is\nHow is this input data processed in a RNN?\nHow the dimension of the weight matrix(between input and hidden neuron) is\ndetermined?\nHow the dimension of the another weight matrix(between hidden neuron and\nprevious hidden state) is determined?\nHow does the input data undergo computation?\n\nI know the equations.\n\ns(t) = tanh[Ux + Ws(t-1)]\ny(t) = softmax[Vs(t)]\n\nI need to know how the matrix is multiplied and the bias is added?\nI don't know how to determine the shape of the bias and other weight\nvectors(U,V,W).\nI need to know the computation in detail.\n\nYou can suggest some related articles to read.\n\n\nThank you\n\nOn Tue, Jun 8, 2021, 2:20 PM Alexander Alekhin ***@***.***>\nwrote:\n\n> If you don't use imread/imdecode calls from unknown external sources (or\n> don't use whole imgcodecs module), then you don't have any risk.\n>\n> Risk estimation without any details is tricky.\n>\n> \xe2\x80\x94\n> You are receiving this because you are subscribed to this thread.\n> Reply to this email directly, view it on GitHub\n> <https://github.com/opencv/opencv/issues/20239#issuecomment-856584961>,\n> or unsubscribe\n> <https://github.com/notifications/unsubscribe-auth/ARKUEDDJTJLSKMI3KACOXL3TRXKWBANCNFSM46JGBYJQ>\n> .\n>\n"", b""> If you don't use imread/imdecode calls from unknown external sources (or don't use whole imgcodecs module), then you don't have any risk.\r\n> \r\n> Risk estimation without any details is tricky.\r\n\r\nDoes anyone else who can help answer this issue, Is there a commit for this security issue?\r\n\r\n""]",closed,6/8/2021 6:45,10/4/2021 0:30,10
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/8511,b'export img decoders/encoders',"[b""+ added string description to each decoder so that the caller can decide if they don't want to touch the header once the magic bytes have been read. for example, tiffs are quite prone to CVEs, so we might not want to touch them at all."", b'This patch resolves #8605 and #8606 ', b'1) \r\nNew OpenCV public API should not contain complex classes with ""virtual"" methods. This is needed to avoid ABI (application binary interface) violations and producing hacks like [this](https://github.com/opencv/opencv/pull/6825/files#diff-62622f16a47251bd0c0f757f04da7ab0R221) - just want to add new method.\r\n\r\nPlease follow ""pImpl design pattern"" instead. Example: [`ocl::Device`](https://github.com/opencv/opencv/blob/3.2.0/modules/core/include/opencv2/core/ocl.hpp#L70)\r\nYou would still have these ""virtual classes"", but they will go into the private scope (into some .hpp file from src folder: without exposing them public) - probably you should just reuse existed `BaseImageEncoder` as ""internal"" implementation.\r\n\r\n2)\r\nPlease avoid(or minimize) using of STL objects in interfaces (std::vector/std::map/std::string/etc) - this may raise ABI problems which is very hard to debug (especially for newbie C++ developers): #6198 #5227 #6165', b'@alalek \xf0\x9f\x91\x8d Good stuff. I think I thought I was accomplishing the pimpl pattern by making the virtual base class and returning `Ptr` but this makes a lot more sense. Will make those changes soon.', b""@alalek What would you think about leaving ImageEncoder's write params arg as `const std::vector<int>& params`? `imencode` already takes this and it seems like it would make the most sense to have parity with that function, since the argument types are the same.\r\n\r\nActually, for that matter, imencode also uses `std::vector<uchar>& buf` for its output. So to do that with ImageEncoder here would match imencode as well.\r\n\r\nAs far as I can tell those are the only places in this patch where STL types are exposed in the ABI."", b'Probably we can try to use InputArray wrapper instead of ""std::vector<int>& params"" (the latest changes support C++ `std::array<>` argument type).\r\n\r\n\r\n> void setDestination( std::vector<uchar>& buf )\r\n\r\nI believe `Mat&` (of 8UC1) should work in this case too.', b""@alalek is it possible to run the tests locally? i tried pulling down the sample data but i wasn't really sure where it needs to go or how to invoke it, so i'm dependent on the tester here to check for now :("", b'@alalek Ok, nevermind, I put together a small test program.', b""@alalek So this passes the tests, but I'm not so good at opencv-fu, and I needed to allocate a new Mat and then copy that Mat back to the destination vector in `imencode` once the encode finished. This is the only way I know of to maintain the backwards compat here with `std::vector`.\r\n\r\nIs there a way around that that we can avoid? I have briefly tried using OutputArray but I'm not really sure how to do the operations I need to on it, including when it's of type `std::vector`"", b""@alalek I folded https://github.com/opencv/opencv/pull/8547 into this patch - it wasn't a huge change, just exported the Exif stuff on top of Decoder/Encoder. It's now part of the JPEGDecoder"", b'@brian-armstrong-discord There is some conflicts with master branch. Please rebase this patch to actual master branch.\r\n\r\nSomething like these:\r\n- https://help.github.com/articles/configuring-a-remote-for-a-fork/\r\n- `git fetch upstream master`\r\n- `git rebase -i upstream/master`\r\n- on conflict: resolve conflict and run `git add <conflict file>` and then `git rebase --continue`. Repeat\r\n- `git push -f origin <branch name>` (`-f` means force)\r\n\r\nBTW, We prefer to have patches with single commit to eliminate intermediate ""fixup"" commits from git history. Sometimes it is better to squash your commits before rebase to upstream code (`git rebase -i HEAD~11` (11 is number of commits); ""pick"" the first commit, ""f"" or ""s"" - others)\r\n\r\nRebased branch for reference:\r\n- https://github.com/alalek/opencv/tree/pr8511_r (rebased)\r\n- https://github.com/alalek/opencv/tree/pr8511_rs (squashed & rebased)', b'@alalek Looks like the conflicts are gone now', b'Hi @alalek \r\n\r\nHave you had a chance to look at this recently?', b""Hi @brian-armstrong-discord !\r\nI'm sorry for huge delay. I need more time to review this (to test some suggestions on public interfaces)."", b""@alalek @brian-armstrong-discord I also found the idea -to get the header data- very promising. If one might ask, what's the state so far? \r\n\r\nP.S. It doesn't seem like you need some help, but if you are - feel free to text me :)\r\nP.P.S. \r\n\r\n- The stated patch intention is to provide, say, lazy evaluation for image processing. But to do so the export whole bunch of ImageEncoders/Decoders is seen as little redundand (4 me ofc) - e.g. we could have added just +1 method imreadheader() or like so. (as C-like interface extension)\r\n- I wonder shall or shall not Encoders be visible with only simmetric (AFAIK) reasoning\r\n- I have some concerns about imageDescription(). As for me, the downside is the case -what if I want to know, what the exact format of the image?-. Should I compare the strings? Or shall we introduce an enum instead?\r\n- Also, it seems, ctors like Decoder(const Decoder& oth, Ptr<Decoder::Impl>) could be avoided."", b'Hi @alalek \r\n\r\nAny updates in this PR? I would love to put this work behind me finally :)\r\n\r\nAnecdotally, this patch is working well in production. I know you will likely have some more requests on the interface of it, though.', b""@Turim an imreadheader would, among other issues, force us to re-read the header bytes when we go to decode. it also opens the possibility of imread() and imreadheader() doing different things. this would be a brittle approach to the solution.\r\n\r\ni'm open to using enums, but internally opencv uses strings, and it made sense to me to make this change as lightweight as possible."", b""@brian-armstrong-discord ,\r\nFrankly speaking, I didn't see here strong reasoning against. \r\n- Yup, re-read() is possible. Ok, we could live even with that or provide within imreadheader() an out param, which could be used to read the image but header.\r\n- About possibilities. A strange argument, as for me, coz we could have had tests for the case. Besides, we could implement imread() via imreadheader() and that's it, isn't it?\r\n\r\n>i'm open to using enums, but internally opencv uses strings, and it made sense to me to make this change as lightweight as possible.\r\n\r\nCan I ask you to be more specific? In competition 'enum vs strings' where's the pros of the string usage?\r\n(Say, at present to the question -Which format does the image have?- I see the overhead in terms of string comparisons and have no clue -how to avoid it-)."", b""@Turim You're more than welcome to try whatever you think will work well. I'd like to stick with the approach that's in this PR because the Decoder and Encoder classes do the same work that was being done before and offer the user a relatively clean interface."", b""@alalek Do you think there's any hope for this PR? I'm wondering where I should set my expectations."", b'i want to share my humble thoughts about this PR\r\ni completely agree that there should be a function or class giving image information only reading file header.\r\nwhen adding this functionality we also should keep in mind some related improvements\r\n1.catching  internal errors while loading images (see https://github.com/opencv/opencv/pull/3314)\r\n2.when saving an image keeping EXIF information or adding new EXIF tags\r\n\r\npersonally i think a new class using existing decoders and encoders internally  can be a good candidate to the solution', b'https://blog.discordapp.com/how-discord-resizes-150-million-images-every-day-with-go-and-c-c9e98731c65d', b'Sorry for huge delay!\r\n\r\nCurrent interface is very questionable (for example, `setScale()`, `orientation()` and `nextPage()` methods). Such interfaces should be polished accurately:\r\n- minimal ""required"" set of parameters.\r\n- easily extendable interface\r\n- usability (construct image decoder, call readHeader(), check result and then maybe get image size via width and height - this long story we should to hide from users)\r\n\r\nPerhaps, we could start with simple set of functions, for example:\r\n```\r\n/** Query image parameters\r\n\r\n@sa cv::imread\r\n\r\nThrows exception if image is not supported.\r\n\r\n@param filename Name of file to be loaded\r\n@param flags Flag that can take values of cv::ImreadModes\r\n@param[out] type (optional) type of decoded cv::Mat returned by cv::imtead\r\n@param[out] decoderName (optional) name of used image decoder for cv::imread\r\n@returns size of image\r\n*/\r\nSize imquery(const cv::String& filename, int flags = IMREAD_COLOR,\r\n                CV_OUT int* type = NULL, CV_OUT cv::String* decoderName = NULL);\r\n```\r\n\r\nI believe it is able to handle declared set of problems from the PR description.', b""@alalek , IMHO\r\n\r\n- nextPage() can't be ignored as just redundand for nowadays we're able to handle multipage TIFF images;\r\n- I hope imageHeader/width and imageHeader/height still can be a subject for a discussion;\r\n\r\nI think the case could be mantained for the imgcodecs to be more clean. Nowadays the only what a imgcodecs' user can is try to load the image via, say, imread and check the retval. But in the prod code it's just sort of gambling with user's memory (i.e. working set) - every try to load image, say, 10000x10000 or even bigger leads to a memory consumption peak with empty retval.\r\n\r\nAm I right that you prefer not to add struct/classes?\r\nThe another way to mantain the case could be code like that:\r\n```\r\n/**\r\n@param filename Name of file to be loaded\r\n@param flags Flag that can take values of cv::ImreadModes\r\n@param[out] type (optional) type of decoded cv::Mat returned by cv::imread\r\n@param[out] width (optional) width of decoded cv::Mat returned by cv::imread\r\n@param[out] height (optional) width of decoded cv::Mat returned by cv::imread\r\n*/\r\nCV_EXPORTS_W bool imreadheader(const String& filename, int flags, \r\n                                CV_OUT int* type = NULL, CV_OUT int* width = NULL, CV_OUT int* height = NULL);\r\n\r\n/**\r\n^like the previous\r\n*/\r\nstruct ImageSize // or pair_of_int or tuple_of_int\r\n{\r\nint width;\r\nint height;\r\n};\r\nCV_EXPORTS_W bool imreadheadermulti(const String& filename, int flags, \r\n                                CV_OUT int* type = NULL, CV_OUT std::vector<ImageSize>* sizes = NULL);\r\n```\r\n\r\nAs for mentioned imquery() - yes, it gives you the option to distinguish JPEG from TIFF, but the image size is an open question still - so you basically don't know if there any way to load it.\r\n\r\nP.S. @brian-armstrong-discord I apologize for I've just mentioned yet another interface for the case. Quite unsure should I create a separate discussion for that. Feel free to provide the feedback on that.\r\nP.P.S. About 'to throw or not to throw' - I'm pretty unsure that it has any connection to the iface. To enable throwing means just to break the backward compatibility and previously written error handling. \r\nP.P.P.S. Yup, both imreadheader() and imquery() aren't so good regarding the perf - on imread() you eventually reread the header. I think we can't fix that without classes/output_token_parameters which could use the state. But even with current perf restrictions, it's good just to have functions like those in the imgcodecs interface."", b'> but the image size is an open question still\r\n\r\nIn case of `imquery` proposal - size is return value of mentioned function.\r\n\r\n> multipage TIFF\r\n\r\nI prefer to handle the most universal cases and I prefer not to add some rarely used hacks (like `setScale()` or `readNext()`) into widely used interfaces.\r\nImage is a single surface of pixels (check ""wiki""-like definitions).\r\nIf you want to work with multipage images - welcome to VideoCapture interface, which is initially designed to handle set of images, including cases of different frames resolutions.\r\n\r\n> Throw\r\n\r\nCheck amount of useful information between ""bool"" result and ""exception"" with message and potentially stack-trace to the reason of problem.', b""@alalek , thanks for clarifying.\r\n> size as the retval\r\n\r\nYou're correct, my mistake.\r\n\r\n>I prefer not to add some rarely used hacks\r\n\r\nAFAIK imreadmulti() supports it and, I presume, it's the only goal.\r\nSo we're able to read multiple images, but can get the Size only for the 1st - I presume - the more clean would be to add imquerymulti() or to deprecate imreadmulti().\r\n\r\n"", b""Should I go ahead and just abandon this? The `imquery` approach isn't very appetizing, and if this isn't mergeable, we might as well kill it."", b""Are there any plans to add something like imquery? We'd love to get off this fork, especially now that opencv has changed substantially."", b'jenkins cn please retry a build']",open,4/3/2017 22:17,,58
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/19878,b'Fixed Vulnerabilities in Two libpng files ',"[b'These patches are against 1.6.31+\r\nCurrent code is based on libpng 1.6.37\r\n\r\nRefer to the content of the latest libpng release: https://github.com/glennrp/libpng/tree/v1.6.37\r\nThere are no such workarounds anymore, probably they are mitigated through different ways.']",closed,4/8/2021 19:21,4/15/2021 20:15,2
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/18618,b'Opencv 3.4.1 3rdparty file',"[b'> 3.4.1\r\n\r\nThis is outdated version with outdated 3rdparty libraries (probably with CVEs).\r\n1. Upgrade to the latest version first. It is better to avoid 3.4.x releases in new projects due to ancient Android NDK r10 dependency.\r\n2. Almost all 3rdparty libraries are optional (but disable some functionality of OpenCV library)\r\n3. Check getBuildInformation() / CMake output for exact versions. Also check [Android pack](http://pullrequest.opencv.org/buildbot/builders/master_pack-android) builder logs.\r\n4. If version is missing in CMake output, then you can check git history comments for related components in 3rdparty directory.\r\n5. You may want to tune [these build scripts](https://github.com/opencv/opencv/tree/master/platforms/android) for your needs.', b'Hi Thanks for the information. But we are not directly using the opencv in our project. One of SDK in our project uses opencv version 3.4.1. \r\nSo we want to make sure whether the 16 dependencies in ""3rdparty"" folder are used by opencv or not. These 16 are ,\r\ncarotene, cpufeatures, ffmpeg, include, ippicv, ittnotify, libjasper, libjpeg, libpng, libtiff, libwebp, openexr, openvx, protobuf, tbb and zlib. Can you please confirm whether these are optional or not? . we are unable to find it in SDK since its a binary. Thanking in advance.', b'> These 16 are\r\n> ""include""\r\n\r\nPlease check binaries in `sdk/native/3rdparty` from SDK package instead of source directory. Most part of these sources are not used in default Android builds.\r\n\r\n- `carotene` - released as part of OpenCV (ARM CPU optimizations), optional\r\n- `cpufeatures` - upstream code is located in Android SDK (from Google)', b'@akshayrb9 , all these dependencies ar optional except maybe _zlib_ and _cpufeatures_. But most of them are enabled by default, especially on Android. Some dependencies will be enabled only on specific platforms, e.g. _carotene_ on ARM or _ippicv_ on x86_64. \r\nSo you should consult with your OpenCV SDK provider - actual configuration depends on options used for the build. See also: https://docs.opencv.org/master/db/d05/tutorial_config_reference.html', b'Hi, For documentation purpose and release process i need the Export control classification number(ECCN) for these if applies.\r\nCan anyone please let me know the ECCN ?', b'https://github.com/opencv/opencv/issues/16402#issuecomment-577069572 (disclaimer: do not rely on legal information from Internet, contact your legal department)', b'Yes this 3rdparty folder with own licences is very annoying.\r\nWould be nice to get these dependencies directly from they repositories or at list move to some separate repository.']",closed,10/19/2020 4:34,11/2/2020 17:18,14
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/10998,b'assertion failure  cause a denial of service ',"[b'> CVE-2018-7712\r\n> CVE-2018-7713\r\n> CVE-2018-7714\r\n\r\nDetails: https://www.cvedetails.com/cve/CVE-2018-7712/ , etc\r\nOpenCV `CV_Assert` is not an assertion (C-like `assert()`), it is regular C++ exception which can raised in case of invalid or non-supported parameters.\r\nConsidering this as invalid report: It is application developer responsibility to catch C++ errors from C++ libraries.\r\n\r\nThese exceptions are raised in case of malformed images or to avoid loading of very huge images (to resolve unwanted denial of service related to memory limits).\r\nThere is no runtime way at this moment to control values of these limits, but these limits are enough for usual modern applications.', b'JFTR, the corresponding CVEs were disputed accordingly:\r\n\r\n https://nvd.nist.gov/vuln/detail/CVE-2018-7712\r\n https://nvd.nist.gov/vuln/detail/CVE-2018-7713\r\n https://nvd.nist.gov/vuln/detail/CVE-2018-7714']",closed,3/6/2018 6:20,4/17/2018 1:41,4
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/15481,b'OOB: cv::WorkerThread::WorkerThread()',"[b'https://nvd.nist.gov/vuln/detail/CVE-2019-16249', b'> fuzzing the opencv_test_video\r\n\r\nThere is no fuzzing in regular OpenCV tests, so there is no special reproducer input data.\r\n\r\nOnly address sanitizer is working.\r\nOne of failed test is:\r\n- DenseOpticalFlow_DIS.InvalidImgSize_CoarsestLevelLessThanFinestLevel']",closed,9/7/2019 15:52,9/17/2019 15:01,4
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/15258,"b'opencv versions impacted due to issue 15127, 15124 and 15125'","[b'There is a conflict between the versions mentioned in the git hub issues and the NVD NIST database.\r\nhttps://nvd.nist.gov/vuln/detail/CVE-2019-14491\r\nhttps://nvd.nist.gov/vuln/detail/CVE-2019-14492\r\nhttps://nvd.nist.gov/vuln/detail/CVE-2019-14493', b'Assume all releases before committed fix are impacted. There are no plans to re-check all released versions (no resources for that).\r\nOld previous versions are outdated by definition.\r\n\r\n> the versions mentioned in the git hub issues\r\n\r\nIt is milestone, single value only (not designed to track multiple versions).\r\nContains the first minimal version with the fix -> get date of the release -> find other releases.', b'Thanks']",closed,8/8/2019 7:21,8/9/2019 7:14,6
,,,,,,0
https://api.github.com/repos/opencv/opencv/issues/15287,b'Floating Point Exception in cv::HOGDescriptor::getDescriptorSize()',[b'This was assigned [CVE-2019-15939.](https://nvd.nist.gov/vuln/detail/CVE-2019-15939)'],closed,8/13/2019 7:02,8/23/2019 19:01,2
,,,,,,0
